circuitId,driverId1,driverStanding1,constructorStanding1,position1,inPit1,status1,laptime1,driverId2,driverStanding2,constructorStanding2,position2,inPit2,status2,laptime2,driverId3,driverStanding3,constructorStanding3,position3,inPit3,status3,laptime3,driverId4,driverStanding4,constructorStanding4,position4,inPit4,status4,laptime4,driverId5,driverStanding5,constructorStanding5,position5,inPit5,status5,laptime5,driverId6,driverStanding6,constructorStanding6,position6,inPit6,status6,laptime6,driverId7,driverStanding7,constructorStanding7,position7,inPit7,status7,laptime7,driverId8,driverStanding8,constructorStanding8,position8,inPit8,status8,laptime8,driverId9,driverStanding9,constructorStanding9,position9,inPit9,status9,laptime9,driverId10,driverStanding10,constructorStanding10,position10,inPit10,status10,laptime10,driverId11,driverStanding11,constructorStanding11,position11,inPit11,status11,laptime11,driverId12,driverStanding12,constructorStanding12,position12,inPit12,status12,laptime12,driverId13,driverStanding13,constructorStanding13,position13,inPit13,status13,laptime13,driverId14,driverStanding14,constructorStanding14,position14,inPit14,status14,laptime14,driverId15,driverStanding15,constructorStanding15,position15,inPit15,status15,laptime15,driverId16,driverStanding16,constructorStanding16,position16,inPit16,status16,laptime16,driverId17,driverStanding17,constructorStanding17,position17,inPit17,status17,laptime17,driverId18,driverStanding18,constructorStanding18,position18,inPit18,status18,laptime18,driverId19,driverStanding19,constructorStanding19,position19,inPit19,status19,laptime19,driverId20,driverStanding20,constructorStanding20,position20,inPit20,status20,laptime20
4,844,1,1,1,0,0,78.75,830,2,2,2,0,0,79.07300000000001,832,5,1,3,0,0,79.166,847,4,3,4,0,0,79.393,815,3,2,5,0,0,79.42,1,6,3,6,1,0,79.512,822,8,5,7,0,0,79.608,825,10,8,8,1,0,79.682,817,11,4,9,0,0,80.297,854,19,8,10,0,0,80.368,846,7,4,11,0,0,80.471,839,9,6,12,0,0,80.638,852,12,7,13,0,0,80.639,842,13,7,14,0,0,80.861,855,18,5,15,0,0,81.094,20,14,9,16,0,0,80.95400000000001,840,17,9,18,0,0,81.418,848,15,10,19,0,0,81.645,849,21,10,20,0,0,81.91499999999999,4,16,6,17,0,0,81.043
4,844,1,1,1,0,0,88.746,830,2,2,2,0,0,89.739,832,5,1,5,0,0,92.878,847,4,3,3,0,0,90.987,815,3,2,4,0,0,92.215,1,6,3,19,0,0,115.147,822,8,5,7,0,0,94.684,825,10,8,20,0,0,135.888,817,11,4,8,0,0,95.429,854,19,8,6,0,0,94.018,846,7,4,10,0,0,96.471,839,9,6,9,0,0,95.905,852,12,7,11,0,0,97.032,842,13,7,12,0,0,97.54,855,18,5,17,0,0,99.84,20,14,9,13,0,0,97.914,840,17,9,14,0,0,98.434,848,15,10,16,0,0,99.503,849,21,10,18,0,0,100.512,4,16,6,15,0,0,99.123
4,844,1,1,1,0,0,87.627,830,2,2,2,0,0,87.509,832,5,1,5,0,0,88.431,847,4,3,3,0,0,87.831,815,3,2,4,0,0,87.791,1,6,3,19,0,0,115.134,822,8,5,7,0,0,89.46000000000001,825,10,8,20,0,0,113.833,817,11,4,8,0,0,89.663,854,19,8,6,0,0,89.013,846,7,4,10,0,0,90.317,839,9,6,9,0,0,89.962,852,12,7,11,0,0,90.603,842,13,7,12,0,0,90.898,855,18,5,17,0,0,91.212,20,14,9,13,0,0,90.959,840,17,9,14,0,0,91.063,848,15,10,16,0,0,91.252,849,21,10,18,0,0,91.197,4,16,6,15,0,0,90.932
4,844,1,1,1,0,0,87.19800000000001,830,2,2,2,0,0,87.574,832,5,1,5,0,0,88.145,847,4,3,3,0,0,87.9,815,3,2,4,0,0,87.94200000000001,1,6,3,19,0,0,87.495,822,8,5,7,0,0,88.709,825,10,8,20,0,0,87.537,817,11,4,8,0,0,89.28,854,19,8,6,0,0,89.32900000000001,846,7,4,10,0,0,89.87,839,9,6,9,0,0,89.434,852,12,7,11,0,0,89.864,842,13,7,12,0,0,89.831,855,18,5,16,0,0,90.169,20,14,9,13,0,0,90.09,840,17,9,14,0,0,90.49,848,15,10,17,0,0,91.561,849,21,10,18,0,0,91.102,4,16,6,15,0,0,90.573
4,844,1,1,1,0,0,87.67099999999999,830,2,2,2,0,0,87.601,832,5,1,5,0,0,88.127,847,4,3,3,0,0,88.17699999999999,815,3,2,4,0,0,88.119,1,6,3,19,0,0,88.327,822,8,5,6,0,0,88.499,825,10,8,20,0,0,87.693,817,11,4,8,0,0,89.651,854,19,8,7,0,0,90.6,846,7,4,10,0,0,89.64699999999999,839,9,6,9,0,0,89.087,852,12,7,11,0,0,89.457,842,13,7,12,0,0,89.589,855,18,5,16,0,0,89.824,20,14,9,13,0,0,89.876,840,17,9,14,0,0,89.97800000000001,848,15,10,17,0,0,90.224,849,21,10,18,0,0,90.425,4,16,6,15,0,0,89.627
4,844,1,1,1,0,0,87.89099999999999,830,2,2,2,0,0,87.937,832,5,1,5,0,0,88.385,847,4,3,3,0,0,88.503,815,3,2,4,0,0,88.53399999999999,1,6,3,19,0,0,89.321,822,8,5,6,0,0,88.999,825,10,8,20,0,0,88.24,817,11,4,9,0,0,90.979,854,19,8,7,0,0,90.017,846,7,4,10,0,0,89.91499999999999,839,9,6,8,0,0,88.992,852,12,7,11,0,0,90.038,842,13,7,12,0,0,89.981,855,18,5,16,0,0,90.451,20,14,9,13,0,0,90.074,840,17,9,15,0,0,91.223,848,15,10,17,0,0,90.495,849,21,10,18,0,0,90.854,4,16,6,14,0,0,89.174
4,844,1,1,1,0,0,87.42699999999999,830,2,2,2,0,0,87.761,832,5,1,5,0,0,88.613,847,4,3,3,0,0,88.655,815,3,2,4,0,0,88.708,1,6,3,19,0,0,88.986,822,8,5,6,0,0,88.98400000000001,825,10,8,20,0,0,88.78399999999999,817,11,4,9,0,0,89.981,854,19,8,8,0,0,90.939,846,7,4,10,0,0,89.79599999999999,839,9,6,7,0,0,88.76,852,12,7,11,0,0,90.018,842,13,7,12,0,0,89.945,855,18,5,15,0,0,90.711,20,14,9,13,0,0,90.45,840,17,9,16,0,0,91.457,848,15,10,17,0,0,91.25,849,21,10,18,0,0,91.335,4,16,6,14,0,0,90.389
4,844,1,1,1,0,0,87.89699999999999,830,2,2,2,0,0,88.07,832,5,1,11,0,0,103.795,847,4,3,3,0,0,88.74,815,3,2,4,0,0,88.456,1,6,3,19,0,0,89.14699999999999,822,8,5,5,0,0,89.508,825,10,8,20,0,0,89.243,817,11,4,8,0,0,90.399,854,19,8,7,0,0,90.338,846,7,4,9,0,0,90.165,839,9,6,6,0,0,89.725,852,12,7,10,0,0,90.32,842,13,7,12,0,0,91.338,855,18,5,15,0,0,90.865,20,14,9,14,0,0,91.635,840,17,9,16,0,0,91.49,848,15,10,17,0,0,91.389,849,21,10,18,0,0,91.34,4,16,6,13,0,0,89.656
4,844,1,1,1,0,0,87.782,830,2,2,2,0,0,88.115,832,5,1,11,0,0,90.09,847,4,3,3,0,0,88.892,815,3,2,4,0,0,88.703,1,6,3,19,0,0,89.086,822,8,5,5,0,0,89.083,825,10,8,20,0,0,89.59,817,11,4,8,0,0,90.159,854,19,8,7,0,0,90.32,846,7,4,9,0,0,89.85900000000001,839,9,6,6,0,0,89.294,852,12,7,10,0,0,90.237,842,13,7,12,0,0,90.773,855,18,5,15,0,0,90.614,20,14,9,14,0,0,90.72,840,17,9,16,0,0,90.867,848,15,10,17,0,0,91.244,849,21,10,18,0,0,91.341,4,16,6,13,0,0,90.653
4,844,1,1,1,0,0,88.364,830,2,2,4,0,0,96.463,832,5,1,11,1,0,90.381,847,4,3,2,0,0,89.504,815,3,2,3,0,0,89.475,1,6,3,19,0,0,88.606,822,8,5,5,0,0,89.517,825,10,8,20,0,0,90.216,817,11,4,9,0,0,91.767,854,19,8,7,0,0,90.732,846,7,4,8,0,0,89.795,839,9,6,6,0,0,89.822,852,12,7,10,0,0,90.644,842,13,7,13,1,0,91.738,855,18,5,15,1,0,90.975,20,14,9,14,0,0,91.1,840,17,9,16,0,0,91.22,848,15,10,17,0,0,91.741,849,21,10,18,0,0,91.727,4,16,6,12,1,0,89.669
4,844,1,1,1,0,0,88.721,830,2,2,4,0,0,89.262,832,5,1,11,0,0,94.685,847,4,3,2,0,0,89.42,815,3,2,3,0,0,89.54599999999999,1,6,3,19,0,0,88.55799999999999,822,8,5,5,0,0,89.63,825,10,8,20,0,0,89.636,817,11,4,9,1,0,91.519,854,19,8,8,0,0,92.107,846,7,4,7,0,0,89.857,839,9,6,6,0,0,89.67099999999999,852,12,7,10,1,0,90.872,842,13,7,14,0,0,95.542,855,18,5,16,0,0,94.924,20,14,9,12,0,0,91.398,840,17,9,15,0,0,91.32,848,15,10,17,1,0,91.667,849,21,10,18,0,0,91.817,4,16,6,13,0,0,94.566
4,844,1,1,1,0,0,88.976,830,2,2,3,0,0,89.19200000000001,832,5,1,15,0,0,105.81,847,4,3,2,0,0,89.52799999999999,815,3,2,4,0,0,90.777,1,6,3,19,0,0,89.331,822,8,5,5,0,0,89.14699999999999,825,10,8,20,0,0,89.855,817,11,4,10,0,0,95.648,854,19,8,8,1,0,90.888,846,7,4,7,1,0,90.049,839,9,6,6,0,0,89.666,852,12,7,9,0,0,93.713,842,13,7,17,0,0,106.89,855,18,5,18,0,0,107.447,20,14,9,11,0,0,90.561,840,17,9,12,0,0,90.851,848,15,10,14,0,0,94.915,849,21,10,13,1,0,91.592,4,16,6,16,0,0,107.116
4,844,1,1,1,0,0,88.67699999999999,830,2,2,3,1,0,89.055,832,5,1,11,0,0,87.632,847,4,3,2,1,0,89.014,815,3,2,4,0,0,89.571,1,6,3,18,0,0,88.746,822,8,5,5,0,0,89.414,825,10,8,20,0,0,89.543,817,11,4,15,0,0,107.813,854,19,8,8,0,0,94.895,846,7,4,7,0,0,92.651,839,9,6,6,1,0,89.693,852,12,7,14,0,0,108.5,842,13,7,16,0,0,89.513,855,18,5,17,0,0,88.41499999999999,20,14,9,9,0,0,90.542,840,17,9,10,0,0,90.736,848,15,10,19,0,0,108.446,849,21,10,12,0,0,94.853,4,16,6,13,0,0,88.932
4,844,1,1,1,0,0,88.375,830,2,2,4,0,0,92.379,832,5,1,10,0,0,89.10300000000001,847,4,3,3,0,0,92.39,815,3,2,2,0,0,89.348,1,6,3,17,0,0,89.037,822,8,5,5,1,0,89.267,825,10,8,20,0,0,89.792,817,11,4,13,0,0,89.03399999999999,854,19,8,14,0,0,109.062,846,7,4,9,0,0,107.09,839,9,6,6,0,0,93.395,852,12,7,12,0,0,88.956,842,13,7,15,0,0,90.112,855,18,5,16,0,0,89.842,20,14,9,7,0,0,90.444,840,17,9,8,1,0,90.433,848,15,10,18,0,0,89.34,849,21,10,19,0,0,109.125,4,16,6,11,0,0,89.343
4,844,1,1,1,0,0,88.495,830,2,2,5,0,0,105.251,832,5,1,8,0,0,87.967,847,4,3,4,0,0,105.382,815,3,2,2,0,0,89.176,1,6,3,17,0,0,89.167,822,8,5,3,0,0,93.231,825,10,8,20,0,0,89.77799999999999,817,11,4,13,0,0,89.366,854,19,8,14,0,0,89.048,846,7,4,10,0,0,90.999,839,9,6,7,0,0,106.958,852,12,7,11,0,0,88.67099999999999,842,13,7,15,0,0,89.332,855,18,5,16,0,0,89.488,20,14,9,6,0,0,90.653,840,17,9,9,0,0,94.527,848,15,10,18,0,0,89.639,849,21,10,19,0,0,89.8,4,16,6,12,0,0,89.992
4,844,1,1,1,0,0,88.386,830,2,2,4,0,0,87.31700000000001,832,5,1,8,0,0,88.06700000000001,847,4,3,3,0,0,87.631,815,3,2,2,0,0,89.283,1,6,3,16,0,0,89.215,822,8,5,5,0,0,107.922,825,10,8,20,0,0,89.83500000000001,817,11,4,12,0,0,89.387,854,19,8,13,0,0,89.453,846,7,4,9,0,0,89.179,839,9,6,7,0,0,88.845,852,12,7,10,0,0,89.201,842,13,7,14,0,0,89.404,855,18,5,15,0,0,89.12,20,14,9,6,0,0,90.948,840,17,9,18,0,0,109.072,848,15,10,17,0,0,90.237,849,21,10,19,0,0,89.68,4,16,6,11,0,0,89.508
4,844,1,1,1,0,0,88.512,830,2,2,4,0,0,88.08500000000001,832,5,1,8,0,0,88.318,847,4,3,3,0,0,88.01599999999999,815,3,2,2,1,0,89.23400000000001,1,6,3,16,0,0,89.642,822,8,5,5,0,0,88.392,825,10,8,20,0,0,91.431,817,11,4,12,0,0,89.861,854,19,8,13,0,0,89.815,846,7,4,9,0,0,89.313,839,9,6,7,0,0,89.026,852,12,7,10,0,0,89.23,842,13,7,14,0,0,89.868,855,18,5,15,0,0,89.711,20,14,9,6,0,0,90.37,840,17,9,17,0,0,88.761,848,15,10,18,0,0,91.254,849,21,10,19,0,0,89.995,4,16,6,11,0,0,89.74
