circuitId,driverId1,driverStanding1,constructorStanding1,position1,inPit1,status1,laptime1,driverId2,driverStanding2,constructorStanding2,position2,inPit2,status2,laptime2,driverId3,driverStanding3,constructorStanding3,position3,inPit3,status3,laptime3,driverId4,driverStanding4,constructorStanding4,position4,inPit4,status4,laptime4,driverId5,driverStanding5,constructorStanding5,position5,inPit5,status5,laptime5,driverId6,driverStanding6,constructorStanding6,position6,inPit6,status6,laptime6,driverId7,driverStanding7,constructorStanding7,position7,inPit7,status7,laptime7,driverId8,driverStanding8,constructorStanding8,position8,inPit8,status8,laptime8,driverId9,driverStanding9,constructorStanding9,position9,inPit9,status9,laptime9,driverId10,driverStanding10,constructorStanding10,position10,inPit10,status10,laptime10,driverId11,driverStanding11,constructorStanding11,position11,inPit11,status11,laptime11,driverId12,driverStanding12,constructorStanding12,position12,inPit12,status12,laptime12,driverId13,driverStanding13,constructorStanding13,position13,inPit13,status13,laptime13,driverId14,driverStanding14,constructorStanding14,position14,inPit14,status14,laptime14,driverId15,driverStanding15,constructorStanding15,position15,inPit15,status15,laptime15,driverId16,driverStanding16,constructorStanding16,position16,inPit16,status16,laptime16,driverId17,driverStanding17,constructorStanding17,position17,inPit17,status17,laptime17,driverId18,driverStanding18,constructorStanding18,position18,inPit18,status18,laptime18,driverId19,driverStanding19,constructorStanding19,position19,inPit19,status19,laptime19,driverId20,driverStanding20,constructorStanding20,position20,inPit20,status20,laptime20
4,807,11,7,16,0,0,78.404,822,1,1,1,0,0,75.406,1,2,1,2,0,0,76.03999999999999,20,3,2,3,0,0,76.27199999999999,830,4,3,4,0,0,76.357,844,5,2,5,0,0,76.588,842,7,3,6,0,0,76.708,154,18,8,7,0,0,76.911,825,10,8,8,0,0,76.922,826,16,9,9,0,0,77.57300000000001,846,9,4,11,0,0,77.338,848,15,9,12,0,0,77.445,832,12,4,13,0,0,77.599,817,13,7,10,0,0,78.106,8,8,6,14,0,0,77.788,815,6,5,15,0,0,77.886,840,14,5,17,0,0,78.471,9,20,10,20,0,0,80.254,841,17,6,18,0,0,78.664,847,19,10,19,0,0,79.072
4,807,11,7,18,0,0,98.687,822,1,1,2,0,0,88.519,1,2,1,1,0,0,86.434,20,3,2,4,0,0,90.453,830,4,3,3,0,0,89.414,844,5,2,5,0,0,91.214,842,7,3,6,0,0,91.885,154,18,8,7,0,0,92.573,825,10,8,8,0,0,93.075,826,16,9,9,0,0,93.892,846,9,4,16,0,0,97.604,848,15,9,10,0,0,94.539,832,12,4,11,0,0,95.138,817,13,7,12,0,0,95.756,8,8,6,20,0,0,103.029,815,6,5,13,0,0,96.385,840,14,5,14,0,0,96.721,9,20,10,17,0,0,98.564,841,17,6,15,0,0,97.251,847,19,10,19,0,0,99.457
4,807,11,7,17,0,0,87.232,822,1,1,2,0,0,83.495,1,2,1,1,0,0,83.657,20,3,2,4,0,0,83.893,830,4,3,3,0,0,83.595,844,5,2,5,0,0,84.378,842,7,3,6,0,0,84.59100000000001,154,18,8,7,0,0,84.854,825,10,8,8,0,0,85.593,826,16,9,9,0,0,85.634,846,9,4,16,0,0,87.195,848,15,9,10,0,0,86.009,832,12,4,11,0,0,86.32300000000001,817,13,7,12,0,0,86.364,8,8,6,20,0,0,85.55,815,6,5,13,0,0,86.549,840,14,5,14,0,0,86.917,9,20,10,18,0,0,88.746,841,17,6,15,1,0,87.105,847,19,10,19,0,0,88.445
4,807,11,7,17,0,0,86.311,822,1,1,2,0,0,83.021,1,2,1,1,0,0,83.18299999999999,20,3,2,4,0,0,83.455,830,4,3,3,0,0,83.35900000000001,844,5,2,5,0,0,83.549,842,7,3,6,0,0,83.795,154,18,8,7,0,0,84.4,825,10,8,8,0,0,84.883,826,16,9,9,0,0,84.95400000000001,846,9,4,16,0,0,86.15899999999999,848,15,9,10,0,0,84.971,832,12,4,11,0,0,85.21000000000001,817,13,7,12,0,0,85.27799999999999,8,8,6,19,0,0,86.65299999999999,815,6,5,13,0,0,85.82900000000001,840,14,5,14,0,0,85.962,9,20,10,18,0,0,87.102,841,17,6,15,0,0,85.88,847,19,10,20,0,0,88.553
4,807,11,7,17,0,0,85.576,822,1,1,2,0,0,83.161,1,2,1,1,0,0,82.782,20,3,2,4,0,0,83.378,830,4,3,3,0,0,83.09700000000001,844,5,2,5,0,0,83.15299999999999,842,7,3,6,0,0,83.635,154,18,8,7,0,0,84.389,825,10,8,8,0,0,84.485,826,16,9,9,0,0,84.568,846,9,4,16,0,0,85.283,848,15,9,10,0,0,84.565,832,12,4,11,0,0,84.586,817,13,7,12,0,0,84.611,8,8,6,19,0,0,86.605,815,6,5,13,0,0,85.14099999999999,840,14,5,14,0,0,85.34,9,20,10,18,0,0,87.185,841,17,6,15,0,0,85.56700000000001,847,19,10,20,0,0,86.66
4,807,11,7,17,0,0,85.331,822,1,1,2,0,0,82.676,1,2,1,1,0,0,82.69800000000001,20,3,2,4,0,0,83.232,830,4,3,3,0,0,82.803,844,5,2,5,0,0,83.277,842,7,3,6,0,0,83.402,154,18,8,7,0,0,84.094,825,10,8,8,0,0,84.52199999999999,826,16,9,9,0,0,84.806,846,9,4,16,0,0,85.456,848,15,9,10,0,0,85.025,832,12,4,11,0,0,84.801,817,13,7,12,0,0,84.595,8,8,6,18,0,0,84.316,815,6,5,13,0,0,84.826,840,14,5,14,0,0,85.231,9,20,10,19,0,0,87.13,841,17,6,15,0,0,85.402,847,19,10,20,0,0,86.616
4,807,11,7,16,0,0,85.273,822,1,1,2,0,0,82.536,1,2,1,1,0,0,82.31,20,3,2,4,0,0,83.146,830,4,3,3,0,0,82.81700000000001,844,5,2,5,0,0,82.93299999999999,842,7,3,6,0,0,83.408,154,18,8,7,0,0,83.786,825,10,8,8,0,0,84.349,826,16,9,9,0,0,84.499,846,9,4,15,0,0,84.861,848,15,9,10,0,0,84.732,832,12,4,11,0,0,84.856,817,13,7,12,0,0,84.993,8,8,6,17,0,0,85.007,815,6,5,13,0,0,84.721,840,14,5,14,0,0,85.193,9,20,10,19,0,0,86.30799999999999,841,17,6,18,0,0,90.587,847,19,10,20,0,0,86.713
4,807,11,7,16,0,0,84.238,822,1,1,2,0,0,82.589,1,2,1,1,0,0,82.254,20,3,2,4,0,0,82.906,830,4,3,3,0,0,82.953,844,5,2,5,0,0,82.792,842,7,3,6,0,0,83.114,154,18,8,7,0,0,83.71000000000001,825,10,8,8,0,0,84.369,826,16,9,9,0,0,84.285,846,9,4,15,0,0,84.94,848,15,9,10,0,0,84.319,832,12,4,11,0,0,84.505,817,13,7,12,0,0,84.798,8,8,6,17,0,0,84.866,815,6,5,13,0,0,84.712,840,14,5,14,0,0,85.298,9,20,10,18,0,0,86.312,841,17,6,20,0,0,103.822,847,19,10,19,0,0,86.054
4,807,11,7,16,0,0,84.706,822,1,1,2,0,0,82.26,1,2,1,1,0,0,82.355,20,3,2,4,0,0,82.957,830,4,3,3,0,0,82.625,844,5,2,5,0,0,83.078,842,7,3,6,0,0,82.874,154,18,8,7,0,0,84.383,825,10,8,8,0,0,84.456,826,16,9,9,0,0,84.17699999999999,846,9,4,15,0,0,84.956,848,15,9,10,0,0,84.174,832,12,4,11,0,0,84.64,817,13,7,12,0,0,84.60300000000001,8,8,6,17,0,0,84.385,815,6,5,13,0,0,84.785,840,14,5,14,0,0,85.238,9,20,10,18,0,0,86.074,841,17,6,20,0,0,84.731,847,19,10,19,0,0,86.071
4,807,11,7,16,0,0,85.666,822,1,1,2,0,0,82.29599999999999,1,2,1,1,0,0,81.97200000000001,20,3,2,4,0,0,82.975,830,4,3,3,0,0,82.709,844,5,2,5,0,0,82.749,842,7,3,6,0,0,83.84,154,18,8,7,0,0,84.17099999999999,825,10,8,8,0,0,84.382,826,16,9,9,0,0,84.339,846,9,4,15,0,0,86.011,848,15,9,10,0,0,84.41499999999999,832,12,4,11,0,0,84.44800000000001,817,13,7,12,0,0,84.482,8,8,6,17,0,0,84.76,815,6,5,13,0,0,84.701,840,14,5,14,0,0,85.518,9,20,10,18,0,0,86.19,841,17,6,20,0,0,84.947,847,19,10,19,0,0,86.191
4,807,11,7,15,0,0,84.375,822,1,1,2,0,0,82.211,1,2,1,1,0,0,81.974,20,3,2,4,0,0,83.081,830,4,3,3,0,0,82.551,844,5,2,5,0,0,83.16499999999999,842,7,3,6,0,0,83.436,154,18,8,7,0,0,84.05799999999999,825,10,8,8,0,0,83.949,826,16,9,9,0,0,84.289,846,9,4,16,0,0,86.0,848,15,9,10,0,0,84.037,832,12,4,11,0,0,84.19,817,13,7,12,0,0,83.872,8,8,6,17,0,0,84.71600000000001,815,6,5,13,0,0,84.337,840,14,5,14,0,0,84.894,9,20,10,18,0,0,86.224,841,17,6,20,0,0,85.012,847,19,10,19,0,0,85.869
4,807,11,7,15,0,0,84.476,822,1,1,2,0,0,82.275,1,2,1,1,0,0,82.28399999999999,20,3,2,4,0,0,83.16,830,4,3,3,0,0,82.502,844,5,2,5,0,0,83.053,842,7,3,6,0,0,83.206,154,18,8,7,0,0,84.053,825,10,8,8,0,0,84.12,826,16,9,9,0,0,84.163,846,9,4,16,0,0,84.729,848,15,9,10,0,0,84.246,832,12,4,11,0,0,84.321,817,13,7,12,0,0,84.364,8,8,6,17,0,0,84.60900000000001,815,6,5,13,0,0,84.215,840,14,5,14,0,0,84.643,9,20,10,19,0,0,88.315,841,17,6,20,0,0,84.979,847,19,10,18,0,0,85.782
