circuitId,driverId1,driverStanding1,constructorStanding1,position1,inPit1,status1,laptime1,driverId2,driverStanding2,constructorStanding2,position2,inPit2,status2,laptime2,driverId3,driverStanding3,constructorStanding3,position3,inPit3,status3,laptime3,driverId4,driverStanding4,constructorStanding4,position4,inPit4,status4,laptime4,driverId5,driverStanding5,constructorStanding5,position5,inPit5,status5,laptime5,driverId6,driverStanding6,constructorStanding6,position6,inPit6,status6,laptime6,driverId7,driverStanding7,constructorStanding7,position7,inPit7,status7,laptime7,driverId8,driverStanding8,constructorStanding8,position8,inPit8,status8,laptime8,driverId9,driverStanding9,constructorStanding9,position9,inPit9,status9,laptime9,driverId10,driverStanding10,constructorStanding10,position10,inPit10,status10,laptime10,driverId11,driverStanding11,constructorStanding11,position11,inPit11,status11,laptime11,driverId12,driverStanding12,constructorStanding12,position12,inPit12,status12,laptime12,driverId13,driverStanding13,constructorStanding13,position13,inPit13,status13,laptime13,driverId14,driverStanding14,constructorStanding14,position14,inPit14,status14,laptime14,driverId15,driverStanding15,constructorStanding15,position15,inPit15,status15,laptime15,driverId16,driverStanding16,constructorStanding16,position16,inPit16,status16,laptime16,driverId17,driverStanding17,constructorStanding17,position17,inPit17,status17,laptime17,driverId18,driverStanding18,constructorStanding18,position18,inPit18,status18,laptime18,driverId19,driverStanding19,constructorStanding19,position19,inPit19,status19,laptime19,driverId20,driverStanding20,constructorStanding20,position20,inPit20,status20,laptime20
11,3,1,1,1,0,0,82.715,20,6,2,2,0,0,83.201,822,5,3,3,0,0,83.354,817,3,2,4,0,0,83.39099999999999,4,4,4,5,0,0,83.90899999999999,13,10,3,6,0,0,84.223,18,8,6,7,0,0,84.294,818,13,7,8,0,0,84.72,807,7,5,9,0,0,84.775,826,15,7,11,0,0,84.706,16,17,10,12,0,0,85.136,815,11,5,13,0,0,85.211,821,20,10,14,0,0,85.26,154,14,8,15,0,0,85.337,824,16,9,16,0,0,87.419,8,12,4,17,0,0,86.792,155,22,11,18,0,0,87.139,820,21,9,19,0,0,87.819,828,18,11,20,0,0,88.643,813,19,8,22,0,0,0.0
11,3,1,1,1,0,0,109.365,20,6,2,3,0,0,112.455,822,5,3,2,0,0,112.083,817,3,2,6,0,0,114.871,4,4,4,4,0,0,113.306,13,10,3,8,0,0,116.659,18,8,6,5,0,0,114.271,818,13,7,9,0,0,117.28,807,7,5,7,0,0,116.026,826,15,7,22,0,0,131.778,16,17,10,12,0,0,119.857,815,11,5,10,0,0,118.748,821,20,10,11,0,0,119.365,154,14,8,14,0,0,121.019,824,16,9,15,0,0,121.813,8,12,4,13,0,0,120.329,155,22,11,16,0,0,123.129,820,21,9,17,0,0,123.829,828,18,11,19,0,0,125.523,813,19,8,18,0,0,124.505
11,3,1,1,1,0,0,105.177,20,6,2,3,0,0,106.756,822,5,3,2,0,0,106.545,817,3,2,6,0,0,108.031,4,4,4,4,0,0,107.768,13,10,3,8,0,0,108.498,18,8,6,5,0,0,107.832,818,13,7,9,0,0,108.764,807,7,5,7,0,0,108.452,826,15,7,22,0,0,107.907,16,17,10,12,0,0,109.914,815,11,5,10,0,0,109.018,821,20,10,11,0,0,109.709,154,14,8,14,0,0,110.602,824,16,9,15,0,0,110.355,8,12,4,13,0,0,110.127,155,22,11,16,0,0,111.884,820,21,9,17,0,0,112.549,828,18,11,20,0,0,112.407,813,19,8,18,0,0,112.237
11,3,1,1,1,0,0,104.422,20,6,2,3,0,0,105.961,822,5,3,2,0,0,106.044,817,3,2,6,0,0,107.106,4,4,4,4,0,0,105.939,13,10,3,8,0,0,107.64,18,8,6,5,0,0,107.013,818,13,7,9,0,0,107.689,807,7,5,7,0,0,107.378,826,15,7,21,0,0,108.998,16,17,10,12,0,0,108.545,815,11,5,10,0,0,108.317,821,20,10,11,0,0,108.487,154,14,8,14,0,0,108.871,824,16,9,15,0,0,108.914,8,12,4,13,0,0,108.346,155,22,11,16,0,0,109.459,820,21,9,17,0,0,110.764,828,18,11,22,0,0,112.128,813,19,8,18,0,0,110.897
11,3,1,1,1,0,0,104.232,20,6,2,3,0,0,105.4,822,5,3,2,0,0,105.289,817,3,2,6,0,0,105.903,4,4,4,4,0,0,105.187,13,10,3,8,0,0,107.051,18,8,6,5,0,0,106.187,818,13,7,9,0,0,107.022,807,7,5,7,0,0,106.2,826,15,7,18,0,0,108.616,16,17,10,12,0,0,108.162,815,11,5,10,0,0,106.988,821,20,10,11,0,0,107.972,154,14,8,14,0,0,108.224,824,16,9,15,0,0,109.16,8,12,4,13,0,0,108.194,155,22,11,17,0,0,109.333,820,21,9,19,0,0,111.436,828,18,11,22,0,0,110.196,813,19,8,21,0,0,111.845
11,3,1,1,1,0,0,103.566,20,6,2,3,0,0,104.496,822,5,3,2,0,0,104.563,817,3,2,6,0,0,105.834,4,4,4,4,0,0,105.415,13,10,3,8,0,0,106.54,18,8,6,5,0,0,105.641,818,13,7,9,0,0,106.764,807,7,5,7,0,0,105.918,826,15,7,18,0,0,106.888,16,17,10,12,0,0,107.376,815,11,5,10,0,0,107.146,821,20,10,11,0,0,106.816,154,14,8,14,0,0,107.151,824,16,9,16,0,0,107.94,8,12,4,13,0,0,107.47,155,22,11,17,0,0,108.266,820,21,9,20,0,0,110.194,828,18,11,22,0,0,109.65,813,19,8,21,0,0,109.658
11,3,1,1,1,0,0,103.046,20,6,2,3,0,0,104.31,822,5,3,2,0,0,104.396,817,3,2,6,0,0,105.028,4,4,4,4,0,0,104.18,13,10,3,8,0,0,106.472,18,8,6,5,0,0,105.012,818,13,7,9,0,0,106.381,807,7,5,7,0,0,105.295,826,15,7,18,0,0,106.666,16,17,10,12,0,0,106.617,815,11,5,10,0,0,106.723,821,20,10,11,0,0,106.62,154,14,8,15,0,0,107.167,824,16,9,16,0,0,107.265,8,12,4,13,0,0,106.757,155,22,11,17,0,0,108.072,820,21,9,21,0,0,109.253,828,18,11,22,0,0,108.459,813,19,8,20,0,0,106.176
11,3,1,1,1,0,0,104.303,20,6,2,3,0,0,104.552,822,5,3,2,0,0,104.258,817,3,2,6,1,0,104.657,4,4,4,4,0,0,103.824,13,10,3,8,1,0,105.042,18,8,6,5,1,0,104.769,818,13,7,9,1,0,105.516,807,7,5,7,1,0,104.913,826,15,7,17,1,0,107.045,16,17,10,12,1,0,105.608,815,11,5,10,1,0,106.031,821,20,10,11,1,0,105.309,154,14,8,15,1,0,106.312,824,16,9,16,0,0,106.35,8,12,4,13,1,0,105.985,155,22,11,18,1,0,108.554,820,21,9,20,1,0,108.888,828,18,11,22,0,0,109.255,813,19,8,21,1,0,111.98
11,3,1,1,1,1,0,102.447,20,6,2,3,1,0,104.034,822,5,3,2,1,0,103.902,817,3,2,6,0,0,106.59,4,4,4,4,1,0,104.992,13,10,3,8,0,0,107.87,18,8,6,5,0,0,106.642,818,13,7,9,0,0,107.378,807,7,5,7,0,0,106.829,826,15,7,17,0,0,108.515,16,17,10,12,0,0,109.692,815,11,5,10,0,0,109.161,821,20,10,11,0,0,109.373,154,14,8,15,0,0,111.139,824,16,9,16,1,0,109.982,8,12,4,14,0,0,112.011,155,22,11,19,0,0,112.808,820,21,9,20,0,0,114.373,828,18,11,21,0,3,0.0,813,19,8,21,0,0,114.582
11,3,1,1,1,0,0,146.958,20,6,2,3,0,0,137.406,822,5,3,2,0,0,138.014,817,3,2,5,0,0,132.221,4,4,4,4,0,0,135.334,13,10,3,8,0,0,136.537,18,8,6,6,0,0,137.372,818,13,7,10,0,0,137.513,807,7,5,11,0,0,144.538,826,15,7,18,0,0,137.454,16,17,10,17,0,0,146.578,815,11,5,12,0,0,134.722,821,20,10,13,0,0,134.618,154,14,8,16,0,0,137.147,824,16,9,7,0,0,117.777,8,12,4,15,0,0,138.027,155,22,11,20,0,0,149.519,820,21,9,21,0,0,144.719,828,18,11,21,0,3,0.0,813,19,8,19,0,0,135.055
